23	8	84	74	8	100	56	15	43	30	77	35
48	8	99	15	71	2	71	62	16	38	43	14
17	79	44	77	1	14	50	37	1	21	30	93
57	26	55	45	12	92	100	60	96	8	74	93
38	75	23	18	98	89	30	65	20	23	76	9
40	76	51	27	12	29	76	27	75	36	66	50
88	79	46	63	69	56	77	19	74	10	74	89
14	67	89	50	28	93	62	18	11	42	39	59
45	86	23	8	93	78	64	99	93	84	72	73
96	20	35	80	86	45	53	8	95	99	82	18
65	55	17	23	27	23	88	100	27	24	38	74
50	13	20	97	53	14	14	71	89	79	2	40
51	31	19	4	10	71	44	38	45	54	35	91
91	53	96	13	54	45	85	22	94	65	57	15
78	5	67	3	45	38	90	14	23	99	61	94
43	81	55	91	3	51	71	85	20	19	85	70
32	48	92	75	81	9	11	37	47	40	35	64
39	71	37	37	51	96	67	22	88	58	4	15
38	76	90	98	65	26	7	91	84	100	99	65
36	83	48	37	69	27	24	73	14	46	17	97
85	64	15	31	71	66	16	19	75	61	6	22
37	25	48	95	45	6	26	9	6	18	72	65
82	9	99	42	55	39	8	32	86	21	11	65
92	76	27	30	27	13	60	12	97	31	48	23
5	63	95	53	33	40	2	19	81	92	55	17
38	86	8	16	87	94	8	62	95	48	94	40
45	20	54	65	77	34	4	38	83	50	82	49
5	73	56	78	85	73	86	85	41	87	59	66
8	63	82	71	27	36	76	45	66	97	48	40
2	51	31	6	49	29	28	61	100	99	99	16
34	33	17	59	36	38	44	47	87	82	47	18
3	6	46	74	4	7	41	52	92	89	50	81
7	61	29	28	30	74	51	7	69	68	42	15
59	41	93	12	58	60	23	94	7	85	51	55
60	24	12	63	19	20	39	11	53	37	20	95
90	22	34	44	10	23	63	56	80	8	54	86
84	77	74	59	17	96	25	16	66	3	1	96
1	32	31	41	58	66	55	38	97	53	30	87
10	16	51	74	37	63	99	27	85	92	89	88
19	24	80	37	54	5	97	16	3	72	48	88
13	66	95	84	36	85	44	7	18	64	68	6
63	26	63	9	45	52	45	56	47	15	43	14
40	94	51	55	99	34	70	36	5	63	70	48
75	8	83	39	100	94	46	38	73	88	6	100
9	45	88	60	72	15	81	59	94	4	41	15
95	14	66	90	59	96	26	97	53	2	53	35
46	12	59	72	63	93	64	1	47	30	24	5
47	34	6	55	62	21	17	22	23	17	51	74
99	64	81	8	4	81	19	17	52	68	2	93
89	14	6	85	39	97	44	95	44	10	25	25
83	23	39	65	90	99	3	91	9	14	13	38
93	48	53	79	51	10	32	53	55	17	57	18
94	84	53	43	20	48	44	17	77	93	61	12
11	41	54	23	78	15	36	56	34	37	67	24
61	25	4	33	90	85	8	50	91	84	49	35
96	79	68	80	24	25	47	33	18	49	1	86
5	95	94	66	83	36	83	94	32	8	56	76
94	95	22	20	57	49	18	15	79	44	47	66
18	33	80	60	100	51	27	69	36	12	3	45
63	90	65	94	94	21	99	73	86	33	99	60
19	6	99	44	86	73	29	91	47	34	52	95
83	28	27	83	91	23	55	37	73	7	7	28
38	95	91	17	77	97	95	98	55	81	88	46
72	27	76	77	45	62	55	57	80	15	45	73
58	60	92	66	60	32	29	8	59	85	97	95
71	10	32	50	82	69	78	70	51	60	84	47
21	67	77	40	3	28	56	97	36	70	40	59
80	56	99	98	9	4	61	74	95	100	50	99
23	39	48	27	20	88	94	64	96	59	20	28
83	20	10	75	50	35	86	8	77	6	2	63
25	2	14	93	82	14	97	98	62	36	33	6
55	32	28	58	82	95	26	62	38	93	45	33
74	22	14	79	55	15	47	100	88	88	94	74
25	8	77	34	73	70	81	8	52	43	63	4
68	30	21	52	6	82	69	92	30	76	74	57
93	51	40	27	27	94	50	1	1	49	20	39
26	98	24	47	75	69	88	4	60	31	26	98
65	82	59	44	54	16	12	88	25	81	78	14
25	21	24	68	97	65	23	12	4	59	45	27
10	33	41	78	9	90	89	43	46	82	92	80
48	58	95	12	62	22	1	16	43	9	98	29
29	3	37	35	60	33	35	21	40	14	71	87
38	56	55	62	90	6	19	88	71	28	49	54
60	32	29	62	12	15	22	28	46	45	66	57
8	28	29	61	9	81	98	87	70	27	28	1
23	55	45	34	58	16	35	14	27	12	71	92
81	81	83	6	89	28	41	17	52	42	56	37
58	12	25	28	4	7	29	59	26	29	71	64
28	66	23	79	25	4	74	95	9	50	92	87
7	38	99	25	80	52	6	53	79	88	5	100
15	6	58	68	80	58	43	18	52	13	80	7
2	100	43	36	78	69	64	79	22	36	63	53
98	78	10	99	19	48	48	75	71	52	29	90
11	61	11	44	19	90	17	21	49	26	80	1
56	6	44	4	47	59	56	67	46	98	92	25
49	80	77	67	83	64	84	17	94	80	91	72
90	7	85	45	51	74	97	94	1	97	92	99
72	53	31	56	40	9	62	22	96	4	84	95
29	34	60	35	66	64	45	30	38	50	27	47
85	52	66	34	92	94	96	37	66	5	11	77
75	61	62	7	72	96	99	49	13	40	40	6
53	24	61	56	42	65	38	72	89	32	14	29
36	48	21	51	67	23	47	34	44	23	83	58
47	5	3	14	57	81	74	63	84	17	76	70
62	53	3	32	76	47	87	41	21	89	65	10
56	82	86	87	71	31	63	46	82	42	76	31
58	23	9	10	80	26	2	91	58	54	23	53
80	54	19	41	38	2	73	98	20	88	31	55
78	96	70	44	91	33	57	9	91	7	85	12
2	33	48	48	98	34	21	33	37	56	57	96
41	54	62	95	29	66	79	75	95	83	91	69
75	52	81	67	3	75	14	16	50	21	45	9
56	77	62	71	62	85	80	86	58	15	3	85
31	49	27	71	54	73	11	39	54	52	96	68
70	84	71	38	7	32	17	50	57	81	15	77
89	70	4	22	26	87	100	83	77	86	17	22
70	76	14	93	20	55	91	98	57	86	78	30
14	95	17	37	57	47	47	61	70	99	5	43
79	18	9	50	32	100	81	30	28	92	20	23
10	13	54	8	39	85	23	77	12	20	69	37
16	1	35	27	76	2	10	18	6	41	27	68
29	12	24	22	64	56	41	51	43	23	11	35
5	36	51	17	64	21	46	55	60	72	17	53
15	72	1	60	35	16	10	65	65	16	6	6
43	43	22	12	45	75	33	38	22	72	54	64
65	34	80	80	5	94	37	88	60	68	60	84
65	18	34	60	20	47	94	8	15	2	65	65
24	21	37	39	96	70	96	44	89	72	52	90
93	59	96	66	26	81	63	64	67	71	5	69
78	9	8	1	79	9	16	7	97	65	46	49
27	67	31	90	69	100	5	25	43	1	57	46
22	21	95	80	7	73	65	81	94	69	20	19
20	98	62	88	12	96	77	75	62	55	54	38
13	93	64	4	55	9	55	56	42	27	52	46
41	51	94	97	69	4	70	19	55	39	74	26
88	13	20	53	34	31	98	26	56	69	57	12
50	28	37	79	84	87	18	99	1	21	50	43
98	6	64	76	44	90	41	53	89	100	5	65
43	47	46	76	91	80	27	34	41	98	63	95
61	17	69	23	16	75	96	70	80	19	69	35
6	48	58	28	68	91	14	8	91	13	89	95
44	38	18	45	41	3	72	83	93	24	50	32
86	14	10	71	7	45	4	98	29	81	18	68
32	99	16	16	27	17	61	52	12	97	54	75
79	78	29	85	68	71	77	75	32	15	24	15
98	65	37	80	34	8	13	35	92	81	30	43
59	33	76	78	42	71	71	42	57	34	8	84
96	28	59	36	82	80	53	41	53	42	33	68
39	26	28	78	27	9	50	38	44	32	49	22
3	91	74	61	59	93	31	65	74	83	29	12
64	27	51	49	83	8	26	51	40	11	69	98
98	2	13	87	88	67	36	83	54	86	31	48
99	73	28	56	11	48	66	47	89	75	98	58
20	64	8	21	12	2	78	73	65	75	19	85
13	4	11	86	58	47	99	75	50	33	17	60
32	35	57	81	89	53	49	50	46	64	57	79
6	41	66	68	11	59	80	72	79	46	39	55
16	47	39	98	91	23	49	66	41	87	23	78
20	69	85	39	89	96	48	57	5	37	12	50
28	7	33	23	23	55	71	99	96	32	21	35
86	22	42	13	13	9	16	8	19	97	58	97
47	19	65	36	98	78	17	17	67	32	33	9
53	58	14	51	58	2	99	79	71	45	85	91
25	27	52	87	33	32	89	16	59	32	26	16
66	6	27	88	63	76	5	81	7	14	68	54
34	49	30	98	63	17	9	14	1	94	11	3
39	55	79	92	62	49	22	36	96	88	79	54
41	77	36	58	8	20	36	36	38	23	66	42
27	51	25	26	50	91	9	7	59	25	94	97
47	68	39	8	63	27	4	63	50	96	11	58
81	31	53	74	75	85	61	63	94	16	10	54
25	33	63	5	55	49	62	77	48	60	78	94
42	71	38	11	27	21	22	88	35	56	59	15
13	40	85	97	65	66	84	14	74	20	69	61
36	30	23	24	76	90	24	91	39	47	29	57
54	93	63	30	90	83	38	90	80	15	45	94
50	61	9	75	21	32	25	68	60	31	40	51
91	21	89	38	79	98	19	57	15	32	43	28
100	27	59	87	99	67	22	57	89	60	53	72
70	71	77	83	4	34	68	81	21	78	66	41
16	49	92	85	91	67	14	37	73	32	91	79
45	11	8	45	22	88	96	88	36	68	29	34
41	3	90	95	65	77	65	86	93	50	11	58
14	52	67	48	49	92	41	50	77	82	63	88
92	20	79	20	14	11	84	81	77	18	88	9
75	93	79	71	97	67	7	100	21	24	56	98
5	57	43	12	84	60	76	38	29	43	86	83
69	95	24	97	18	81	8	50	90	23	68	69
27	56	56	3	87	53	87	74	23	73	7	44
8	69	83	70	89	8	39	26	13	82	36	12
61	40	47	95	1	91	21	74	98	18	31	72
46	42	12	40	72	33	89	77	54	39	97	80
58	81	60	52	46	76	69	57	20	69	14	27
98	25	92	36	68	21	94	70	65	3	4	83
95	13	60	72	63	22	83	74	79	10	70	78
68	96	78	36	45	22	13	68	69	39	49	68
87	75	17	12	93	91	83	1	23	16	88	31
79	48	60	67	10	31	32	10	64	58	54	19
51	69	90	2	20	97	44	100	95	57	17	40
74	76	4	58	93	13	64	48	96	49	50	43
41	95	87	20	14	28	72	49	78	77	4	77
9	22	39	19	87	51	67	80	32	50	4	5
40	21	11	20	80	9	25	27	42	53	55	76
62	21	56	24	13	81	88	6	55	20	89	2
92	72	84	28	20	27	56	76	83	59	20	30
70	32	24	71	12	16	77	82	75	77	48	78
16	40	39	1	68	13	39	67	71	9	42	65
90	26	96	78	97	75	39	97	68	24	59	36
34	41	38	30	99	20	78	77	100	62	69	53
29	17	20	23	3	31	49	60	78	45	67	79
75	1	24	47	23	30	20	44	64	33	12	30
40	50	32	23	51	69	97	70	20	94	98	24
30	9	19	88	82	28	35	72	90	49	70	36
55	73	36	5	62	35	15	51	66	83	56	63
38	91	41	58	73	26	46	92	62	11	23	54
42	74	69	30	5	59	9	4	30	96	85	92
49	28	90	95	58	44	48	15	58	60	69	8
62	46	7	59	12	72	49	60	45	64	62	16
60	55	93	11	72	86	8	91	90	33	76	46
6	23	65	33	58	32	54	94	76	50	10	14
36	5	79	56	32	73	68	68	36	31	97	25
89	1	49	91	71	74	54	51	75	30	5	66
75	79	4	23	10	97	2	73	54	16	19	65
34	97	68	76	3	63	31	60	83	38	13	32
52	14	6	94	85	82	94	1	37	49	87	52
74	24	78	56	17	5	19	24	21	89	95	3
46	56	98	17	21	74	50	71	51	73	69	15
8	17	31	83	26	64	54	52	28	48	72	16
46	35	22	33	87	67	26	6	34	33	81	88
70	29	64	95	75	30	93	23	28	12	17	78
86	100	83	40	45	16	76	49	40	35	93	56
62	30	70	1	34	36	53	24	80	84	14	17
5	51	4	1	42	29	37	35	80	39	79	31
23	97	78	37	17	77	61	84	14	28	63	42
26	10	31	34	1	42	75	12	14	82	66	25
72	14	33	57	19	8	1	85	12	47	10	35
56	23	75	7	61	27	40	78	33	32	79	90
52	78	9	83	99	33	22	40	84	86	66	72
5	87	43	96	2	1	94	80	53	9	2	33
61	81	12	100	20	91	71	86	4	68	34	58
32	13	26	42	31	59	17	77	16	23	59	55
77	70	52	92	73	97	44	76	53	42	64	14
41	84	48	26	33	4	91	91	15	41	73	64
95	86	24	21	66	15	59	68	57	70	55	29
90	18	74	62	68	32	52	55	53	18	60	14
66	72	81	15	22	64	59	21	8	6	51	99
86	20	28	76	41	53	12	50	2	48	98	14
42	75	43	34	12	49	92	68	60	7	93	55
15	55	99	23	17	81	17	28	51	2	46	92
9	22	99	64	12	58	61	18	6	41	28	93
59	62	71	42	80	31	8	37	33	18	13	92
60	48	12	3	41	80	21	68	50	3	59	18
3	38	58	4	79	95	92	64	47	69	49	67
78	40	59	94	98	11	44	2	9	56	43	47
98	26	61	57	9	78	33	21	97	22	39	75
32	50	55	23	95	80	92	63	50	5	71	84
99	62	88	7	82	78	51	78	59	6	82	42
22	62	38	43	18	89	48	75	18	94	80	19
52	21	29	23	80	19	63	35	94	38	65	64
54	45	71	15	33	74	98	66	57	42	68	98
51	66	3	82	31	45	60	54	97	88	27	69
76	29	79	51	20	5	27	95	59	91	60	94
45	39	96	23	10	77	71	10	95	53	60	25
29	28	16	31	1	98	18	65	51	13	16	36
40	91	16	44	33	93	85	88	16	73	18	22
44	89	42	38	97	17	56	47	18	38	81	6
29	51	27	3	40	15	94	16	96	72	10	17
36	18	62	22	37	13	55	72	93	85	18	100
10	56	22	86	27	60	80	3	54	92	16	70
38	1	37	98	58	60	70	71	88	88	27	73
45	17	70	92	17	67	81	73	51	27	15	100
67	50	18	87	84	85	51	6	67	58	24	85
51	28	43	16	22	78	84	95	63	2	77	90
86	68	33	8	1	80	78	83	9	31	58	92
82	56	5	31	34	58	18	98	34	60	11	93
94	91	21	29	21	9	10	77	17	1	74	66
43	29	97	67	46	100	88	30	19	54	45	7
50	40	97	42	2	7	33	7	7	5	27	9
65	71	28	43	5	39	1	22	32	33	58	25
83	47	58	17	9	92	62	50	39	99	73	7
19	96	91	97	7	60	49	90	26	53	3	36
15	87	83	76	97	50	29	69	90	22	35	96
70	21	12	74	92	63	46	29	98	71	82	19
64	7	97	59	18	77	80	65	83	37	12	80
32	46	90	36	91	28	8	43	70	39	30	44
60	50	2	40	64	33	91	31	48	4	64	1
75	80	11	94	37	7	66	60	92	24	64	82
24	7	34	90	1	46	63	37	62	67	39	98
32	61	52	60	71	43	16	84	92	88	84	41
50	58	78	8	49	9	21	83	39	48	92	35
7	53	91	97	41	70	20	40	43	43	44	15
44	13	74	80	92	74	82	33	41	67	41	28
97	46	94	4	73	65	13	70	14	47	13	64
11	18	2	75	97	8	46	45	65	55	18	42
67	37	82	48	77	85	56	9	50	65	37	9
54	53	98	20	33	39	75	51	22	79	78	82
58	73	25	36	92	39	74	24	66	25	45	93
18	35	76	80	89	89	99	24	80	72	25	16
97	1	99	63	35	55	85	51	60	19	23	74
20	59	91	47	55	80	39	70	85	9	47	27
40	31	27	25	16	54	91	70	65	91	76	76
61	98	53	18	14	66	40	43	19	5	58	97
16	95	51	64	93	21	8	94	37	9	48	92
36	16	53	48	20	56	36	9	38	27	34	20
99	11	46	40	10	74	37	85	10	95	2	49
58	25	65	44	93	55	69	17	80	65	68	95
62	78	78	26	45	63	90	91	31	28	66	100
11	30	8	54	90	85	88	76	42	23	42	9
62	81	13	78	82	43	22	57	4	12	19	28
10	78	95	54	85	29	78	99	62	38	98	58
71	35	78	44	22	33	4	36	11	54	82	53
50	57	59	79	41	43	22	73	3	81	3	63
29	81	61	30	100	71	51	51	50	53	47	80
46	27	64	76	43	73	42	52	75	93	94	91
84	10	3	93	68	25	89	43	84	10	95	30
18	15	24	11	1	37	96	26	40	18	73	16
38	77	47	2	57	100	92	16	53	63	53	11
86	84	83	58	18	16	53	61	96	15	5	29
56	13	52	17	22	47	66	48	24	69	45	94
25	93	38	100	24	40	51	94	72	90	21	33
69	62	48	11	75	28	21	45	64	28	5	98
22	97	95	4	49	100	7	51	26	95	98	97
93	7	36	100	82	17	99	39	47	18	67	41
48	21	89	57	88	20	52	50	83	85	8	98
84	65	97	71	95	57	81	83	71	5	99	57
49	1	25	42	26	8	25	63	36	38	90	61
65	46	68	1	55	11	44	26	57	98	67	73
4	53	19	62	26	100	38	14	80	42	63	29
74	33	80	47	4	51	37	91	68	2	93	7
56	44	4	21	36	26	71	90	58	72	48	17
46	35	39	48	56	73	23	59	65	6	33	5
19	65	48	63	23	88	46	42	82	13	100	83
31	75	78	60	98	32	56	39	18	25	17	59
72	74	75	10	73	73	60	80	23	84	62	32
62	11	43	7	42	46	36	47	67	99	5	62
14	82	37	76	57	6	35	80	97	46	92	43
56	25	85	84	68	96	81	65	19	77	54	30
68	15	93	78	63	73	83	22	46	82	98	51
11	94	3	39	4	23	33	63	21	56	32	74
40	1	23	12	65	93	28	96	31	53	23	22
83	34	62	59	37	7	93	30	48	75	90	1
70	50	26	69	9	64	85	85	15	55	67	58
61	42	6	12	29	26	58	24	26	59	96	45
30	56	59	38	49	70	48	6	82	36	48	85
51	91	28	36	9	31	55	85	83	3	97	54
74	76	46	44	20	98	86	93	5	78	86	84
64	37	38	29	2	55	72	95	18	68	41	27
70	33	97	43	87	7	64	94	53	97	29	97
40	12	22	23	79	33	79	13	8	2	20	24
64	97	78	90	79	88	1	89	45	33	21	50
27	70	55	98	27	46	39	16	74	67	13	48
11	33	49	36	35	34	11	37	89	67	33	92
21	26	4	94	20	63	54	78	25	20	15	34
94	61	58	1	89	61	84	28	70	70	74	18
97	67	17	42	39	73	8	6	33	32	44	54
76	94	76	97	99	91	62	58	46	92	66	51
49	64	10	83	45	22	77	14	33	33	39	64
43	45	9	53	78	42	26	83	89	20	36	22
31	98	78	10	88	43	75	61	100	13	84	93
92	34	36	50	39	59	84	44	21	74	40	74
37	88	84	24	21	22	98	39	71	82	9	34
29	91	79	76	21	55	99	82	16	91	33	11
86	69	25	77	32	69	38	92	90	6	24	28
90	91	65	50	69	56	53	90	69	71	61	70
38	8	41	22	44	68	73	34	36	75	58	59
87	96	9	11	65	92	75	2	72	6	54	96
56	60	4	18	1	68	17	90	72	37	89	55
74	75	24	62	17	35	28	60	8	73	83	38
56	100	24	83	55	23	70	35	84	15	1	91
43	50	46	43	39	58	80	13	12	68	11	85
15	83	41	34	76	8	38	10	28	32	85	3
3	51	86	5	86	55	62	67	64	35	40	17
49	75	41	6	14	57	90	81	57	21	39	16
55	7	25	85	3	89	56	35	82	85	43	31
81	29	52	27	60	83	74	38	64	33	18	25
5	80	58	18	80	91	95	9	62	58	60	43
57	99	31	12	79	9	36	63	18	92	92	89
58	70	64	29	54	49	10	49	80	87	89	89
50	95	23	16	77	15	78	11	37	62	22	98
40	71	95	37	14	15	58	77	6	12	69	46
18	8	87	64	84	64	42	67	99	12	54	78
64	58	10	59	25	1	79	7	11	37	99	97
28	21	28	20	47	37	99	26	48	81	90	75
2	91	19	99	84	19	55	71	46	63	63	54
20	48	13	49	34	1	10	18	51	49	7	49
84	56	62	30	34	73	79	93	40	4	32	64
79	39	11	93	4	40	33	60	63	36	97	12
99	23	93	95	90	61	34	50	39	88	69	93
58	66	57	6	17	35	100	53	82	49	35	41
62	99	91	64	89	25	78	85	17	83	19	47
78	6	85	20	80	54	34	84	55	23	55	33
53	73	19	4	21	85	21	28	13	97	85	75
23	12	100	96	70	23	23	20	96	58	40	91
16	72	51	35	76	87	18	42	68	90	96	72
81	49	62	67	11	62	78	24	60	19	54	20
41	34	9	12	92	64	95	23	1	3	62	25
48	50	45	68	3	49	7	98	12	64	85	11
9	4	23	40	79	11	28	42	70	25	18	60
10	43	57	96	41	67	99	39	30	4	97	39
48	94	83	66	2	17	78	85	32	15	41	20
90	91	66	66	68	67	36	67	56	29	42	64
32	26	55	5	46	21	88	42	7	97	99	23
48	53	31	5	45	50	3	27	53	7	86	96
56	37	39	66	91	74	27	47	76	52	42	55
70	81	39	70	74	55	54	4	59	71	12	68
20	4	53	5	23	22	74	75	48	87	31	50
41	60	60	48	48	29	41	38	68	31	82	78
66	44	6	61	97	67	90	38	27	96	97	94
82	82	82	52	22	26	28	22	7	52	76	30
27	79	99	96	84	80	57	1	3	24	95	60
63	88	4	68	83	65	67	73	89	29	48	59
45	27	14	40	38	36	18	97	32	2	25	92
16	42	18	61	58	3	17	39	83	57	47	76
18	25	69	21	19	54	35	97	67	71	48	84
15	62	20	82	88	71	33	86	86	14	13	63
72	76	61	78	35	39	64	57	76	66	41	67
79	72	31	89	96	41	46	4	52	1	11	13
99	28	64	78	76	24	59	18	66	53	36	40
51	57	21	96	90	66	81	82	62	8	100	37
5	34	53	60	57	59	6	91	38	61	57	17
83	71	69	66	87	17	38	81	10	77	25	26
62	7	32	2	26	39	99	81	95	27	40	81
86	27	37	8	84	46	99	58	82	62	60	54
100	57	50	66	33	45	91	3	92	78	17	87
21	86	69	10	96	49	63	29	97	48	84	88
39	29	49	48	54	31	98	95	10	26	86	8
62	92	78	87	4	45	69	29	44	66	48	85
72	39	11	81	54	35	75	34	66	85	74	69
50	61	36	55	9	85	26	38	18	63	4	82
7	28	55	73	30	38	98	99	41	100	7	29
35	75	89	70	15	72	2	96	27	33	54	63
83	51	97	89	43	32	87	27	54	72	2	37
17	28	92	25	59	94	86	49	46	43	62	94
49	33	56	79	67	26	9	53	43	41	63	44
63	3	32	10	27	12	36	74	5	82	31	82
83	34	74	47	33	48	40	38	90	97	3	45
83	54	50	96	52	13	11	42	20	43	85	93
32	97	11	12	30	32	60	21	44	52	81	48
63	11	28	41	2	37	44	100	67	31	39	80
2	21	9	75	15	21	83	80	100	89	62	44
26	34	64	28	78	20	21	69	51	99	86	80
70	71	66	14	75	84	44	39	57	72	23	25
48	37	17	51	7	11	28	28	76	48	51	34
28	92	69	40	21	68	28	19	10	5	17	58
32	22	12	83	53	90	34	83	54	19	55	38
86	43	26	85	64	88	7	96	83	30	55	13
18	70	33	72	64	23	12	9	66	12	60	73
94	70	55	48	56	59	13	12	90	3	46	39
45	29	47	93	26	92	55	17	34	52	38	46
35	97	58	18	44	90	18	6	69	88	15	78
94	69	16	31	7	9	78	100	40	64	32	86
13	44	80	44	43	23	19	67	15	18	6	4
7	62	22	15	93	10	72	29	88	92	84	85
57	33	98	67	86	12	95	18	45	21	80	1
12	100	74	4	30	69	9	62	2	11	44	48
46	47	98	43	81	22	48	71	32	33	25	76
79	98	71	92	12	43	52	17	9	6	59	84
98	96	67	90	82	6	23	79	2	39	4	29
53	93	81	28	7	17	70	76	92	95	99	81
88	33	26	23	41	81	90	70	17	73	17	7
17	76	75	25	13	72	45	15	91	99	91	26
12	19	85	30	44	99	32	61	76	37	53	76
30	69	55	44	39	71	50	54	64	7	80	72
10	90	44	67	100	45	33	36	6	14	76	10
99	78	11	73	96	44	63	92	42	96	66	37
94	88	6	86	77	82	8	20	49	72	13	4
21	44	65	68	94	14	93	45	17	55	87	21
21	69	100	78	56	59	26	18	79	45	16	61
62	55	1	38	91	98	56	23	88	58	81	14
36	58	53	16	82	35	50	71	15	66	33	44
94	19	78	43	30	74	83	87	2	65	52	88
78	54	57	8	62	39	2	25	25	46	80	68
54	76	63	35	7	95	6	40	76	57	98	96
93	61	28	7	38	44	2	34	53	1	3	96
17	10	10	97	69	49	55	19	96	6	60	26
93	99	92	78	26	56	71	85	77	92	2	41
61	10	33	58	15	85	76	94	97	51	86	52
12	36	20	41	66	9	45	75	58	57	89	96
4	60	53	79	42	45	60	75	93	100	15	47
3	61	5	86	27	94	18	60	28	33	100	12
23	12	51	59	76	93	84	96	85	73	49	52
14	29	9	14	35	90	82	22	94	96	29	82
23	16	35	89	39	75	100	94	14	35	95	87
61	30	95	75	35	52	40	25	27	82	78	85
35	71	29	27	48	42	54	85	54	3	98	22
3	37	69	85	61	86	82	10	90	20	52	94
69	26	41	78	81	51	8	96	32	3	6	2
13	23	56	91	9	13	31	91	25	23	13	19
29	81	47	96	80	4	35	42	85	100	36	31
43	22	44	37	70	13	41	81	79	64	6	30
31	25	69	1	37	84	25	96	19	18	61	2
61	81	85	53	65	63	90	25	17	51	69	94
